module,type,name,res_id,src,value,comments
ims,model,"ir.model.fields,field_description",ims.field_ims_classroom__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__formative_unit,Formative Unit,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__notes,Notes,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__professional_module,Professional Module,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__student,Student,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__study,Study,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__teacher,Teacher,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_followup__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__code,Code,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__followups,Follow-up,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__name,Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__professional_module,Professional Module,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__teacher,Teacher,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_formative_unit__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__acronym,Acronym,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__email,Email,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__name,Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__notes,Notes,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__students,Students,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__template_groups,Groups,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_group__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__acronym,Acronym,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__name,Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_level__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__code,Official Code,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__followups,Follow-ups,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__formative_units,Formative Units,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__image,Image,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__name,Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__notes,Notes,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__number,Number,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__study,Study,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__teacher,Teacher,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_professional_module__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__code,Code,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__email,Email,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__follows,Follow-up,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__group,Group,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__image,image,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__name,Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__notes,Notes,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__surname,Surnames,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_student__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__acronym,Acronym,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__code,Code,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__date,Release Date,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__deprecated,Deprecated,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__follows,Follow-up,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__name,Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__notes,Notes,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__professional_modules,Professional Modules,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_study__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__email,Email,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__followups,Follow-ups,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__formative_units,Formative Units,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__image,image,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__name,Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__notes,Notes,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__professional_modules,Professional Modules,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__surname,Surnames,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_teacher__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__classroom,Classroom,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__end_time,End time,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__formative_unit,Formative Unit,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__level,Level,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__professional_module,Professional Module,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__start_time,Start time,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__student,Student,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__studies,Studies,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__teacher,Teacher,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__template_group,Template group,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template__write_uid,Last Updated by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group____last_update,Last Modified on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__classroom,Classroom,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__color,Color,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__create_date,Created on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__create_uid,Created by,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__display_name,Display Name,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__end_time,End time,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__formative_unit,Formative Unit,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__group,Group,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__id,ID,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__level,Level,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__professional_module,Professional Module,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__start_time,Start time,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__student,Student,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__studies,Studies,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__teacher,Teacher,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__template_group,Template group,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__templates,Group templates,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__weekday,Week day,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__write_date,Last Updated on,,
ims,model,"ir.model.fields,field_description",ims.field_ims_template_group__write_uid,Last Updated by,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__color__1,Blue,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__color__2,Green,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__color__3,Red,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__color__4,Yellow,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__color__5,Orange,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__weekday__1,Monday,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__weekday__2,Tuesday,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__weekday__3,Wednesday,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__weekday__4,Thursday,,
ims,model,"ir.model.fields.selection,name",ims.selection__ims_template_group__weekday__5,Friuday,,
ims,model,"ir.ui.menu,name",ims.menu_classrooms,Aules,,
ims,model,"ir.ui.menu,name",ims.menu_follows,Seguiments,,
ims,model,"ir.ui.menu,name",ims.menu_groups,Grups,,
ims,model,"ir.ui.menu,name",ims.menu_levels,Nivells,,
ims,model,"ir.ui.menu,name",ims.menu_mps,MPs,,
ims,model,"ir.ui.menu,name",ims.menu_root,Gestio Academica,,
ims,model,"ir.ui.menu,name",ims.menu_students,Alumnes,Students,
ims,model,"ir.ui.menu,name",ims.menu_studies,Estudis,,
ims,model,"ir.ui.menu,name",ims.menu_teachers,Professors,Teachers,
ims,model,"ir.ui.menu,name",ims.menu_ufs,UFs,,
ims,model_terms,"ir.ui.view,arch_db",ims.report_mp_view,Professor:,Teacher,
ims,model_terms,"ir.ui.view,arch_db",ims.report_mp_view,Data d'inici:,,
ims,model_terms,"ir.ui.view,arch_db",ims.report_mp_view,Començat:,Start at,
ims,model_terms,"ir.ui.view,arch_db",ims.report_mp_view,Unitats Formatives,,
ims,model_terms,"ir.ui.view,arch_db",ims.report_mp_view,Data de final:,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_classroom_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_classroom_form,Aula,Classroom,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_followup_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_followup_form,Espai reservat per a anotacions...,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_followup_form,Anotacions,Annotations,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_followup_form,Seguiment,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_formative_unit_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_formative_unit_form,formative_unit,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form,Alumnes,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form,Espai reservat per a anotacions...,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form,Anotacions,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form,Auditoría,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form,Grup d'alumnes,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form_2,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form_2,Alumnes,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form_2,Espai reservat per a anotacions...,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form_2,Anotacions,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_group_form_2,Grup d'alumnes,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_level_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_level_form,Nivell,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_professional_module_form,Dades acadèmiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_professional_module_form,Dates i alumnat,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_professional_module_form,Unitats Formatives,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_professional_module_form,Espai reservat per a anotacions...,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_professional_module_form,Anotacions,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_professional_module_form,professional_module,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_student_form,Foto,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_student_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_student_form,Seguiments,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_student_form,Espai reservat per a anotacions...,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_student_form,Anotacions,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_student_form,Alumne,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_student_kanban,Foto,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_study_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_study_form,Espai reservat per a anotacions...,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_study_form,Anotacions,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_study_form,Estudi,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_teacher_form,Dades basiques,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_teacher_form,Espai reservat per a anotacions...,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_teacher_form,Anotacions,,
ims,model_terms,"ir.ui.view,arch_db",ims.view_ims_teacher_form,Professor,,
